file,subject,label,label_binary,task_name,repeat,received_at,trigger_ts,num_samples,pre_samples,reason
not_fall/sit_down/S01_sit_down_015.csv,S01,not_fall,0,sit_down,15,1780725276,1066494,320,160,suspected_fall_peak1.87_az0.01_maxGyro269.0_thetaSwing38.1
not_fall/sit_down/S01_sit_down_016.csv,S01,not_fall,0,sit_down,16,1780725300,1090827,320,160,suspected_fall_peak1.79_az0.01_maxGyro137.7_thetaSwing42.4
not_fall/stand_up/S01_stand_up_011.csv,S01,not_fall,0,stand_up,11,1780725317,1107629,320,160,suspected_fall_peak1.86_az0.52_maxGyro159.6_thetaSwing30.4
not_fall/sit_down/S01_sit_down_017.csv,S01,not_fall,0,sit_down,17,1780725349,1139167,320,160,suspected_fall_peak1.92_az0.02_maxGyro284.4_thetaSwing19.9
not_fall/stand_up/S01_stand_up_012.csv,S01,not_fall,0,stand_up,12,1780725357,1147142,320,160,suspected_fall_peak2.29_az0.79_maxGyro304.0_thetaSwing49.5
not_fall/sit_down/S01_sit_down_018.csv,S01,not_fall,0,sit_down,18,1780725371,1161478,320,160,suspected_fall_peak1.96_az0.08_maxGyro98.2_thetaSwing50.8
not_fall/stand_up/S01_stand_up_013.csv,S01,not_fall,0,stand_up,13,1780725375,1165344,320,160,suspected_fall_peak1.84_az0.45_maxGyro135.5_thetaSwing21.2
not_fall/sit_down/S01_sit_down_019.csv,S01,not_fall,0,sit_down,19,1780725381,1171731,320,160,suspected_fall_peak2.03_az0.07_maxGyro292.8_thetaSwing36.3
not_fall/stand_up/S01_stand_up_014.csv,S01,not_fall,0,stand_up,14,1780725394,1184071,320,160,suspected_fall_peak2.13_az0.03_maxGyro136.5_thetaSwing66.4
not_fall/sit_down/S01_sit_down_020.csv,S01,not_fall,0,sit_down,20,1780725400,1190351,320,160,suspected_fall_peak1.99_az0.29_maxGyro108.7_thetaSwing52.8
not_fall/stand_up/S01_stand_up_015.csv,S01,not_fall,0,stand_up,15,1780725412,1202606,320,160,suspected_fall_peak1.78_az0.35_maxGyro127.5_thetaSwing20.6
not_fall/stand_up/S01_stand_up_016.csv,S01,not_fall,0,stand_up,16,1780725423,1213462,320,160,suspected_fall_peak1.71_az0.51_maxGyro157.8_thetaSwing21.4
not_fall/stand_up/S01_stand_up_017.csv,S01,not_fall,0,stand_up,17,1780725438,1228719,320,160,suspected_fall_peak1.08_az0.12_maxGyro91.6_thetaSwing18.3
not_fall/stand_up/S01_stand_up_018.csv,S01,not_fall,0,stand_up,18,1780725456,1246754,320,160,suspected_fall_peak1.78_az0.08_maxGyro175.3_thetaSwing18.4
not_fall/stand_up/S01_stand_up_019.csv,S01,not_fall,0,stand_up,19,1780725488,1278768,320,160,suspected_fall_peak1.98_az0.14_maxGyro50.6_thetaSwing29.2
not_fall/stand_up/S01_stand_up_020.csv,S01,not_fall,0,stand_up,20,1780725534,1324211,320,160,suspected_fall_peak2.05_az0.38_maxGyro151.0_thetaSwing72.5
not_fall/sit_down/S01_sit_down_021.csv,S01,not_fall,0,sit_down,21,1780725556,1346734,320,160,suspected_fall_peak1.71_az0.05_maxGyro118.0_thetaSwing30.9
not_fall/sit_down/S01_sit_down_022.csv,S01,not_fall,0,sit_down,22,1780725570,1360593,320,160,suspected_fall_peak2.05_az0.39_maxGyro234.3_thetaSwing55.6
not_fall/walk/S01_walk_004.csv,S01,not_fall,0,walk,4,1780725591,1381382,320,160,suspected_fall_peak1.77_az0.03_maxGyro160.0_thetaSwing17.8
not_fall/sit_down/S01_sit_down_023.csv,S01,not_fall,0,sit_down,23,1780725603,1393173,320,160,suspected_fall_peak1.79_az0.41_maxGyro210.2_thetaSwing53.7
not_fall/sit_down/S01_sit_down_024.csv,S01,not_fall,0,sit_down,24,1780725630,1420913,320,160,suspected_fall_peak1.77_az0.16_maxGyro70.0_thetaSwing13.0
not_fall/stand_up/S01_stand_up_020.csv,S01,not_fall,0,stand_up,20,1780725648,1438377,320,160,suspected_fall_peak1.68_az0.15_maxGyro318.4_thetaSwing62.2
not_fall/jump/S01_jump_001.csv,S01,not_fall,0,jump,1,1780725854,29000,320,160,suspected_fall_peak1.98_az0.24_maxGyro223.9_thetaSwing30.9
not_fall/jump/S01_jump_002.csv,S01,not_fall,0,jump,2,1780725871,45465,320,160,suspected_fall_peak1.58_az0.16_maxGyro42.7_thetaSwing11.4
not_fall/jump/S01_jump_003.csv,S01,not_fall,0,jump,3,1780725879,54068,320,160,suspected_fall_peak2.11_az0.01_maxGyro96.8_thetaSwing14.6
not_fall/jump/S01_jump_004.csv,S01,not_fall,0,jump,4,1780725886,60464,320,160,suspected_fall_peak2.02_az0.06_maxGyro63.1_thetaSwing7.6
not_fall/jump/S01_jump_005.csv,S01,not_fall,0,jump,5,1780725890,64351,320,160,suspected_fall_peak2.04_az0.12_maxGyro38.6_thetaSwing16.9
not_fall/jump/S01_jump_006.csv,S01,not_fall,0,jump,6,1780725894,69057,320,160,suspected_fall_peak2.03_az0.20_maxGyro42.6_thetaSwing11.0
not_fall/jump/S01_jump_007.csv,S01,not_fall,0,jump,7,1780725904,78519,320,160,suspected_fall_peak2.12_az0.10_maxGyro93.7_thetaSwing19.4
not_fall/jump/S01_jump_008.csv,S01,not_fall,0,jump,8,1780725909,83557,320,160,suspected_fall_peak2.03_az0.16_maxGyro116.9_thetaSwing53.1
not_fall/jump/S01_jump_009.csv,S01,not_fall,0,jump,9,1780725922,96473,320,160,suspected_fall_peak2.02_az0.05_maxGyro73.8_thetaSwing28.2
not_fall/jump/S01_jump_010.csv,S01,not_fall,0,jump,10,1780725926,100699,320,160,suspected_fall_peak1.76_az0.02_maxGyro62.8_thetaSwing56.3
not_fall/jump/S01_jump_011.csv,S01,not_fall,0,jump,11,1780725933,107458,320,160,suspected_fall_peak1.67_az0.17_maxGyro68.5_thetaSwing13.8
not_fall/jump/S01_jump_012.csv,S01,not_fall,0,jump,12,1780725941,116055,320,160,suspected_fall_peak2.04_az0.12_maxGyro125.2_thetaSwing36.5
not_fall/jump/S01_jump_013.csv,S01,not_fall,0,jump,13,1780725952,126507,320,160,suspected_fall_peak2.16_az0.38_maxGyro114.7_thetaSwing61.2
not_fall/jump/S01_jump_014.csv,S01,not_fall,0,jump,14,1780725990,165132,320,160,suspected_fall_peak2.05_az0.44_maxGyro72.9_thetaSwing29.2
not_fall/jump/S01_jump_015.csv,S01,not_fall,0,jump,15,1780725994,169079,320,160,suspected_fall_peak2.05_az0.04_maxGyro101.3_thetaSwing52.6
not_fall/jump/S01_jump_016.csv,S01,not_fall,0,jump,16,1780725999,173605,320,160,suspected_fall_peak2.01_az0.04_maxGyro91.9_thetaSwing26.0
not_fall/jump/S01_jump_017.csv,S01,not_fall,0,jump,17,1780726007,182237,320,160,suspected_fall_peak2.08_az0.31_maxGyro123.5_thetaSwing31.7
not_fall/jump/S01_jump_018.csv,S01,not_fall,0,jump,18,1780726012,186752,320,160,suspected_fall_peak2.34_az0.14_maxGyro238.1_thetaSwing36.7
not_fall/jump/S01_jump_019.csv,S01,not_fall,0,jump,19,1780726016,190459,320,160,suspected_fall_peak0.67_az0.29_maxGyro84.8_thetaSwing70.8
not_fall/jump/S01_jump_020.csv,S01,not_fall,0,jump,20,1780726023,198262,320,160,suspected_fall_peak2.21_az0.20_maxGyro142.4_thetaSwing32.3
not_fall/bend/S01_bend_001.csv,S01,not_fall,0,bend,1,1780726058,232616,320,160,suspected_fall_peak1.85_az0.11_maxGyro108.6_thetaSwing18.8
not_fall/bend/S01_bend_002.csv,S01,not_fall,0,bend,2,1780726104,278570,320,160,suspected_fall_peak2.25_az0.27_maxGyro167.7_thetaSwing44.4
not_fall/bend/S01_bend_003.csv,S01,not_fall,0,bend,3,1780726142,317042,320,160,suspected_fall_peak2.03_az0.32_maxGyro127.1_thetaSwing39.6
not_fall/bend/S01_bend_004.csv,S01,not_fall,0,bend,4,1780726185,359702,320,160,suspected_fall_peak1.67_az0.25_maxGyro187.0_thetaSwing50.8
not_fall/arm_swing/S01_arm_swing_001.csv,S01,not_fall,0,arm_swing,1,1780726215,389568,320,160,hard_fall_peak_3.0g
not_fall/arm_swing/S01_arm_swing_002.csv,S01,not_fall,0,arm_swing,2,1780726248,423288,320,160,suspected_fall_peak2.20_az0.05_maxGyro475.8_thetaSwing65.0
not_fall/walk/S01_walk_005.csv,S01,not_fall,0,walk,5,1780726305,479707,320,160,suspected_fall_peak1.52_az0.00_maxGyro86.9_thetaSwing24.8
not_fall/run/S01_run_001.csv,S01,not_fall,0,run,1,1780726315,490139,320,160,suspected_fall_peak2.02_az0.36_maxGyro129.6_thetaSwing51.4
not_fall/walk/S01_walk_006.csv,S01,not_fall,0,walk,6,1780726323,497340,320,160,suspected_fall_peak1.58_az0.36_maxGyro109.5_thetaSwing34.8
not_fall/run/S01_run_002.csv,S01,not_fall,0,run,2,1780726326,501211,320,160,suspected_fall_peak2.04_az0.10_maxGyro107.5_thetaSwing32.2
not_fall/walk/S01_walk_007.csv,S01,not_fall,0,walk,7,1780726416,590997,320,160,suspected_fall_peak1.51_az0.51_maxGyro121.2_thetaSwing27.8
not_fall/walk/S01_walk_008.csv,S01,not_fall,0,walk,8,1780726427,602296,320,160,suspected_fall_peak1.70_az0.03_maxGyro111.0_thetaSwing25.1
not_fall/walk/S01_walk_009.csv,S01,not_fall,0,walk,9,1780726474,648647,320,160,suspected_fall_peak1.93_az0.44_maxGyro235.0_thetaSwing48.5
not_fall/lying/S01_lying_001.csv,S01,not_fall,0,lying,1,1780726482,656982,320,160,suspected_fall_peak2.01_az0.43_maxGyro256.3_thetaSwing61.2
not_fall/stand_up/S01_stand_up_021.csv,S01,not_fall,0,stand_up,21,1780726492,665115,320,160,suspected_fall_peak1.78_az0.42_maxGyro416.1_thetaSwing53.5
not_fall/lying/S01_lying_002.csv,S01,not_fall,0,lying,2,1780726495,669131,320,160,suspected_fall_peak2.26_az0.07_maxGyro223.9_thetaSwing54.9
not_fall/lying/S01_lying_003.csv,S01,not_fall,0,lying,3,1780726498,673312,320,160,suspected_fall_peak1.71_az0.98_maxGyro188.4_thetaSwing22.1
not_fall/arm_swing/S01_arm_swing_003.csv,S01,not_fall,0,arm_swing,3,1780726516,690408,320,160,suspected_fall_peak2.36_az1.20_maxGyro279.8_thetaSwing41.8
not_fall/lying/S01_lying_004.csv,S01,not_fall,0,lying,4,1780726552,726578,320,160,suspected_fall_peak2.39_az0.74_maxGyro273.4_thetaSwing41.8
not_fall/arm_swing/S01_arm_swing_004.csv,S01,not_fall,0,arm_swing,4,1780726561,735643,320,160,suspected_fall_peak1.90_az1.00_maxGyro531.6_thetaSwing66.2
not_fall/stand_up/S01_stand_up_022.csv,S01,not_fall,0,stand_up,22,1780726574,748596,320,160,suspected_fall_peak1.66_az0.08_maxGyro387.8_thetaSwing53.2
not_fall/lying/S01_lying_005.csv,S01,not_fall,0,lying,5,1780726586,760426,320,160,suspected_fall_peak1.71_az0.31_maxGyro241.0_thetaSwing37.5
not_fall/arm_swing/S01_arm_swing_005.csv,S01,not_fall,0,arm_swing,5,1780726679,854040,320,160,suspected_fall_peak1.57_az1.07_maxGyro24.6_thetaSwing8.4
not_fall/sit_down/S01_sit_down_024.csv,S01,not_fall,0,sit_down,24,1780726812,986785,320,160,suspected_fall_peak1.23_az0.06_maxGyro78.2_thetaSwing19.6
not_fall/stand_up/S01_stand_up_023.csv,S01,not_fall,0,stand_up,23,1780726838,1012965,320,160,suspected_fall_peak1.95_az0.28_maxGyro104.9_thetaSwing38.0
not_fall/sit_down/S01_sit_down_024.csv,S01,not_fall,0,sit_down,24,1780726842,1016761,320,160,suspected_fall_peak1.74_az0.86_maxGyro110.7_thetaSwing36.8
not_fall/stairs/S01_stairs_001.csv,S01,not_fall,0,stairs,1,1780726861,1035473,320,160,suspected_fall_peak2.04_az0.41_maxGyro94.3_thetaSwing39.6
not_fall/stairs/S01_stairs_002.csv,S01,not_fall,0,stairs,2,1780726865,1040010,320,160,suspected_fall_peak2.12_az0.00_maxGyro132.9_thetaSwing24.8
not_fall/stairs/S01_stairs_003.csv,S01,not_fall,0,stairs,3,1780726869,1044156,320,160,suspected_fall_peak2.10_az0.24_maxGyro79.1_thetaSwing31.0
not_fall/stairs/S01_stairs_004.csv,S01,not_fall,0,stairs,4,1780726874,1048434,320,160,suspected_fall_peak2.19_az0.13_maxGyro104.1_thetaSwing21.4
not_fall/stairs/S01_stairs_005.csv,S01,not_fall,0,stairs,5,1780726879,1053520,320,160,suspected_fall_peak2.11_az0.10_maxGyro108.1_thetaSwing23.7
not_fall/stairs/S01_stairs_006.csv,S01,not_fall,0,stairs,6,1780726883,1057493,320,160,suspected_fall_peak1.77_az0.09_maxGyro92.3_thetaSwing12.4
not_fall/stairs/S01_stairs_007.csv,S01,not_fall,0,stairs,7,1780726886,1061243,320,160,suspected_fall_peak1.89_az0.23_maxGyro56.0_thetaSwing26.4
not_fall/stairs/S01_stairs_008.csv,S01,not_fall,0,stairs,8,1780726891,1065990,320,160,suspected_fall_peak1.10_az0.14_maxGyro59.6_thetaSwing17.8
not_fall/stairs/S01_stairs_009.csv,S01,not_fall,0,stairs,9,1780726895,1069966,320,160,suspected_fall_peak2.38_az0.02_maxGyro242.7_thetaSwing33.4
not_fall/stairs/S01_stairs_010.csv,S01,not_fall,0,stairs,10,1780726899,1073922,320,160,suspected_fall_peak2.64_az0.36_maxGyro282.8_thetaSwing41.7
not_fall/stairs/S01_stairs_011.csv,S01,not_fall,0,stairs,11,1780726908,1082907,320,160,suspected_fall_peak2.13_az0.11_maxGyro164.4_thetaSwing26.2
not_fall/stairs/S01_stairs_012.csv,S01,not_fall,0,stairs,12,1780726912,1087043,320,160,suspected_fall_peak1.63_az0.32_maxGyro123.3_thetaSwing18.6
not_fall/stairs/S01_stairs_013.csv,S01,not_fall,0,stairs,13,1780726916,1091149,320,160,suspected_fall_peak2.00_az0.32_maxGyro171.0_thetaSwing64.1
not_fall/stairs/S01_stairs_014.csv,S01,not_fall,0,stairs,14,1780726921,1095975,320,160,suspected_fall_peak2.23_az0.01_maxGyro134.5_thetaSwing28.4
not_fall/stairs/S01_stairs_015.csv,S01,not_fall,0,stairs,15,1780726926,1100441,320,160,suspected_fall_peak2.11_az0.25_maxGyro207.5_thetaSwing44.0
not_fall/stairs/S01_stairs_016.csv,S01,not_fall,0,stairs,16,1780726929,1104097,320,160,suspected_fall_peak1.29_az0.26_maxGyro182.4_thetaSwing27.4
not_fall/stairs/S01_stairs_017.csv,S01,not_fall,0,stairs,17,1780726936,1111203,320,160,suspected_fall_peak2.07_az0.11_maxGyro112.1_thetaSwing32.5
not_fall/stairs/S01_stairs_018.csv,S01,not_fall,0,stairs,18,1780726940,1115020,320,160,suspected_fall_peak2.15_az0.20_maxGyro172.7_thetaSwing40.7
not_fall/stairs/S01_stairs_019.csv,S01,not_fall,0,stairs,19,1780726945,1119433,320,160,suspected_fall_peak1.99_az0.15_maxGyro113.8_thetaSwing13.4
not_fall/stairs/S01_stairs_020.csv,S01,not_fall,0,stairs,20,1780726950,1124828,320,160,suspected_fall_peak1.70_az0.17_maxGyro145.5_thetaSwing22.8
not_fall/stairs/S01_stairs_021.csv,S01,not_fall,0,stairs,21,1780726956,1130314,320,160,suspected_fall_peak2.13_az0.17_maxGyro108.8_thetaSwing39.9
not_fall/bend/S01_bend_005.csv,S01,not_fall,0,bend,5,1780727040,1215171,320,160,suspected_fall_peak1.74_az0.28_maxGyro216.7_thetaSwing46.3
not_fall/walk/S01_walk_010.csv,S01,not_fall,0,walk,10,1780727056,1230723,320,160,suspected_fall_peak1.59_az0.11_maxGyro127.5_thetaSwing24.6
not_fall/walk/S01_walk_011.csv,S01,not_fall,0,walk,11,1780727061,1236098,320,160,suspected_fall_peak1.51_az0.12_maxGyro94.6_thetaSwing23.3
not_fall/walk/S01_walk_012.csv,S01,not_fall,0,walk,12,1780727079,1253434,320,160,suspected_fall_peak1.75_az0.27_maxGyro174.0_thetaSwing27.8
not_fall/walk/S01_walk_013.csv,S01,not_fall,0,walk,13,1780727084,1258590,320,160,suspected_fall_peak1.70_az0.38_maxGyro172.2_thetaSwing30.3
not_fall/walk/S01_walk_014.csv,S01,not_fall,0,walk,14,1780727098,1272788,320,160,suspected_fall_peak2.04_az0.59_maxGyro161.1_thetaSwing50.1
not_fall/walk/S01_walk_015.csv,S01,not_fall,0,walk,15,1780727106,1280820,320,160,suspected_fall_peak1.50_az0.48_maxGyro98.0_thetaSwing27.2
not_fall/walk/S01_walk_016.csv,S01,not_fall,0,walk,16,1780727115,1289497,320,160,suspected_fall_peak2.28_az0.57_maxGyro151.5_thetaSwing46.3
not_fall/walk/S01_walk_017.csv,S01,not_fall,0,walk,17,1780727130,1304589,320,160,suspected_fall_peak2.01_az0.49_maxGyro172.4_thetaSwing49.2
not_fall/walk/S01_walk_018.csv,S01,not_fall,0,walk,18,1780727134,1309076,320,160,suspected_fall_peak2.44_az0.64_maxGyro148.2_thetaSwing34.4
not_fall/walk/S01_walk_019.csv,S01,not_fall,0,walk,19,1780727140,1314251,320,160,suspected_fall_peak2.08_az0.52_maxGyro173.5_thetaSwing32.5
not_fall/walk/S01_walk_020.csv,S01,not_fall,0,walk,20,1780727144,1318748,320,160,suspected_fall_peak1.88_az0.44_maxGyro114.0_thetaSwing23.7
not_fall/run/S01_run_003.csv,S01,not_fall,0,run,3,1780727226,1400586,320,160,suspected_fall_peak1.73_az0.00_maxGyro109.7_thetaSwing20.9
not_fall/run/S01_run_004.csv,S01,not_fall,0,run,4,1780727234,1408798,320,160,suspected_fall_peak1.60_az0.16_maxGyro89.7_thetaSwing13.4
not_fall/run/S01_run_005.csv,S01,not_fall,0,run,5,1780727238,1412714,320,160,suspected_fall_peak2.01_az0.06_maxGyro155.6_thetaSwing14.1
not_fall/run/S01_run_006.csv,S01,not_fall,0,run,6,1780727242,1416350,320,160,suspected_fall_peak1.85_az0.03_maxGyro66.7_thetaSwing18.8
not_fall/run/S01_run_007.csv,S01,not_fall,0,run,7,1780727246,1420817,320,160,suspected_fall_peak1.63_az0.11_maxGyro64.8_thetaSwing17.9
not_fall/run/S01_run_008.csv,S01,not_fall,0,run,8,1780727254,1428380,320,160,suspected_fall_peak2.02_az0.04_maxGyro123.7_thetaSwing53.9
not_fall/run/S01_run_009.csv,S01,not_fall,0,run,9,1780727257,1432037,320,160,suspected_fall_peak1.88_az0.15_maxGyro83.5_thetaSwing29.5
not_fall/run/S01_run_010.csv,S01,not_fall,0,run,10,1780727261,1436223,320,160,suspected_fall_peak1.62_az0.06_maxGyro173.6_thetaSwing31.9
not_fall/run/S01_run_011.csv,S01,not_fall,0,run,11,1780727266,1440067,320,160,suspected_fall_peak1.95_az0.07_maxGyro129.3_thetaSwing12.9
not_fall/run/S01_run_012.csv,S01,not_fall,0,run,12,1780727272,1446574,320,160,suspected_fall_peak2.00_az0.03_maxGyro108.1_thetaSwing17.2
not_fall/run/S01_run_013.csv,S01,not_fall,0,run,13,1780727276,1451275,320,160,suspected_fall_peak1.97_az0.10_maxGyro164.4_thetaSwing33.1
not_fall/run/S01_run_014.csv,S01,not_fall,0,run,14,1780730630,30836,320,160,suspected_fall_peak1.81_az0.10_maxGyro131.8_thetaSwing13.9
not_fall/run/S01_run_015.csv,S01,not_fall,0,run,15,1780730634,34728,320,160,suspected_fall_peak1.93_az0.05_maxGyro160.1_thetaSwing29.9
not_fall/run/S01_run_016.csv,S01,not_fall,0,run,16,1780730637,38549,320,160,suspected_fall_peak1.79_az0.50_maxGyro220.8_thetaSwing34.7
not_fall/run/S01_run_017.csv,S01,not_fall,0,run,17,1780730641,42186,320,160,suspected_fall_peak2.41_az0.62_maxGyro231.3_thetaSwing64.9
not_fall/run/S01_run_018.csv,S01,not_fall,0,run,18,1780730645,45892,320,160,suspected_fall_peak2.02_az0.09_maxGyro111.5_thetaSwing66.9
not_fall/run/S01_run_019.csv,S01,not_fall,0,run,19,1780730649,49770,320,160,suspected_fall_peak2.20_az0.34_maxGyro246.0_thetaSwing21.0
not_fall/run/S01_run_020.csv,S01,not_fall,0,run,20,1780730652,53546,320,160,suspected_fall_peak2.05_az0.10_maxGyro100.2_thetaSwing29.1
not_fall/run/S01_run_021.csv,S01,not_fall,0,run,21,1780730656,57313,320,160,suspected_fall_peak2.02_az0.05_maxGyro227.5_thetaSwing55.2
not_fall/run/S01_run_022.csv,S01,not_fall,0,run,22,1780730660,61190,320,160,suspected_fall_peak1.92_az0.45_maxGyro187.7_thetaSwing28.9
not_fall/arm_swing/S01_arm_swing_006.csv,S01,not_fall,0,arm_swing,6,1780730681,82231,320,160,suspected_fall_peak2.40_az0.23_maxGyro220.0_thetaSwing67.9
not_fall/arm_swing/S01_arm_swing_007.csv,S01,not_fall,0,arm_swing,7,1780730713,114098,320,160,suspected_fall_peak1.78_az0.21_maxGyro268.3_thetaSwing38.5
not_fall/arm_swing/S01_arm_swing_008.csv,S01,not_fall,0,arm_swing,8,1780730762,163144,320,160,suspected_fall_peak1.84_az0.11_maxGyro280.2_thetaSwing46.4
not_fall/arm_swing/S01_arm_swing_009.csv,S01,not_fall,0,arm_swing,9,1780730774,175487,320,160,suspected_fall_peak1.79_az0.03_maxGyro114.4_thetaSwing11.1
not_fall/arm_swing/S01_arm_swing_010.csv,S01,not_fall,0,arm_swing,10,1780730781,182491,320,160,suspected_fall_peak2.34_az0.27_maxGyro221.8_thetaSwing58.4
not_fall/walk/S01_walk_021.csv,S01,not_fall,0,walk,21,1780730787,187786,320,160,suspected_fall_peak2.17_az0.25_maxGyro180.5_thetaSwing41.5
not_fall/other/S01_other_001.csv,S01,not_fall,0,other,1,1780730805,206440,320,160,suspected_fall_peak1.80_az0.45_maxGyro226.0_thetaSwing49.2
not_fall/other/S01_other_002.csv,S01,not_fall,0,other,2,1780730820,221636,320,160,suspected_fall_peak1.75_az0.19_maxGyro128.8_thetaSwing22.7
not_fall/other/S01_other_003.csv,S01,not_fall,0,other,3,1780730827,228502,320,160,suspected_fall_peak0.95_az0.13_maxGyro138.5_thetaSwing39.9
not_fall/walk/S01_walk_022.csv,S01,not_fall,0,walk,22,1780730869,269758,320,160,suspected_fall_peak1.67_az0.81_maxGyro251.1_thetaSwing40.1
not_fall/lying/S01_lying_006.csv,S01,not_fall,0,lying,6,1780730895,296059,320,160,suspected_fall_peak2.19_az1.09_maxGyro153.4_thetaSwing30.1
not_fall/lying/S01_lying_007.csv,S01,not_fall,0,lying,7,1780730899,300505,320,160,suspected_fall_peak1.99_az1.06_maxGyro128.2_thetaSwing26.7
not_fall/lying/S01_lying_008.csv,S01,not_fall,0,lying,8,1780730904,305613,320,160,suspected_fall_peak1.90_az1.18_maxGyro125.3_thetaSwing19.0
